matricula,codigo,disciplina,periodo,ano,curriculo,ch,nota,frequencia,status,tipo,observacao,natureza,situacaoDiscente,nomeTuma,codigoCurriculoSie
449,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
450,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,99,100,Aprovado,TURMA,,Obrigatória,Registro ativo,C,21A
451,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2015,Sim,60,30,93,R-nota,TURMA,,Obrigatória,Conclusão formatura,A,21A
451,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2015,Sim,60,95,90,Aprovado,TURMA,,Obrigatória,Conclusão formatura,A,21A
452,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,75,100,Aprovado,TURMA,,Obrigatória,Registro ativo,ERE 2 - A,21A
453,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,90,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
454,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,81,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
455,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Sim,60,64,93,Aprovado,TURMA,,Obrigatória,Registro ativo,D,21A
456,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,76,100,Aprovado,TURMA,,Obrigatória,Registro ativo,C,21A
457,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,92,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
458,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,90,97,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC4,21A
459,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,0,0,Matriculado,TURMA,,Obrigatória,Evasão,BCC4,21A
460,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,63,100,Aprovado,TURMA,,Obrigatória,Registro ativo,ERE 2 - A,21A
461,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,22,97,R-nota,TURMA,,Obrigatória,Registro ativo,BCC4,21A
461,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2022,Sim,60,0,0,Matriculado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
462,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,85,100,Aprovado,TURMA,,Obrigatória,Registro ativo,C,21A
463,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,70,96,Aprovado,TURMA,,-,Registro ativo,A,21A
463,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
464,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,70,100,Aprovado,TURMA,,Obrigatória,Trancamento,A,21A
465,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,44,96,R-nota,TURMA,,-,Registro ativo,A,21A
465,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2018,Não,60,87,80,Aprovado,TURMA,,-,Registro ativo,B,21A
465,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
466,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,94,86,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
467,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,70,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
468,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,70,100,Aprovado,TURMA,,Obrigatória,Registro ativo,D,21A
469,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Não,60,85,96,Aprovado,TURMA,,-,Conclusão formatura,C,21A
469,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Conclusão formatura,,21A
470,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,79,87,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC5,21A
471,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,85,96,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
472,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,75,75,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
473,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,70,90,Aprovado,TURMA,,Obrigatória,Trancamento,B,21A
474,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,77,100,Aprovado,TURMA,,-,Conclusão formatura,B,21A
474,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Conclusão formatura,,21A
475,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,100,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
476,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,100,100,Aprovado,TURMA,,Obrigatória,Evasão,B,21A
477,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2014,Sim,60,71,86,Aprovado,TURMA,,Obrigatória,Evasão,,21A
478,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,92,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
479,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,79,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC2,21A
480,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
481,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Sim,60,34,100,R-nota,TURMA,,Obrigatória,Conclusão formatura,A,21A
481,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2017,Sim,60,78,90,Aprovado,TURMA,,Obrigatória,Conclusão formatura,B,21A
482,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,79,90,Aprovado,TURMA,,-,Conclusão formatura,A,21A
482,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Conclusão formatura,,21A
483,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,76,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC3,21A
484,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,50,93,Aprovado,TURMA,,-,Evasão,A,21A
484,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
485,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,55,86,Aprovado,TURMA,,Obrigatória,Registro ativo,D,21A
486,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,24,93,R-nota,TURMA,,Obrigatória,Conclusão formatura,,21A
486,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2016,Sim,60,72,86,Aprovado,TURMA,,Obrigatória,Conclusão formatura,,21A
487,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Sim,60,30,76,R-nota,TURMA,,Obrigatória,Evasão,,21A
487,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2018,Sim,60,77,83,Aprovado,TURMA,,Obrigatória,Evasão,,21A
488,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,89,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
489,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,8,93,R-nota,TURMA,,-,Conclusão formatura,,21A
489,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2017,Não,60,51,90,Aprovado,TURMA,,-,Conclusão formatura,,21A
489,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Conclusão formatura,,21A
490,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,73,90,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
491,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,38,96,R-nota,TURMA,,-,Evasão,A,21A
491,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2018,Não,60,90,100,Aprovado,TURMA,,-,Evasão,A,21A
491,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
492,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,71,96,Aprovado,TURMA,,Obrigatória,Evasão,B,21A
493,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,90,100,Aprovado,TURMA,,Obrigatória,Registro ativo,ERE 2 - B,21A
494,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,14,96,R-nota,TURMA,,-,Evasão,A,21A
494,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2018,Não,60,35,80,R-nota,TURMA,,-,Evasão,B,21A
494,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,63,R-freq,TURMA,,Obrigatória,Evasão,D,21A
494,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2020,Sim,60,0,0,R-freq,TURMA,,Obrigatória,Evasão,B,21A
494,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,100,R-nota,TURMA,,Obrigatória,Evasão,ERE 2 - A,21A
495,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Não,60,55,100,Aprovado,TURMA,,-,Evasão,A,21A
495,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
496,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,83,100,Aprovado,TURMA,,Obrigatória,Registro ativo,ERE 2 - B,21A
497,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
498,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Sim,60,33,100,R-nota,TURMA,,Obrigatória,Registro ativo,A,21A
498,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2017,Sim,60,61,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
499,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,71,87,Aprovado,TURMA,,Obrigatória,Trancamento,BCC4,21A
500,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,81,76,Aprovado,TURMA,,Obrigatória,Trancamento,A,21A
501,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,0,R-freq,TURMA,,Obrigatória,Registro ativo,B,21A
501,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,17,97,R-nota,TURMA,,Obrigatória,Registro ativo,D,21A
501,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,40,94,R-nota,TURMA,,Obrigatória,Registro ativo,BCC4,21A
501,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2022,Sim,60,0,0,Matriculado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
502,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,74,80,Aprovado,TURMA,,-,Registro ativo,D,21A
502,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
503,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Sim,60,100,96,Aprovado,TURMA,,Obrigatória,Registro ativo,D,21A
504,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,38,90,R-nota,TURMA,,Obrigatória,Registro ativo,BCC5,21A
505,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,77,90,Aprovado,TURMA,,Obrigatória,Registro ativo,D,21A
506,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,27,90,R-nota,TURMA,,Obrigatória,Registro ativo,D,21A
506,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2019,Sim,60,31,86,R-nota,TURMA,,Obrigatória,Registro ativo,B,21A
506,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2020,Sim,60,80,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
506,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Registro ativo,ERE 2 - A,21A
507,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,86,90,Aprovado,TURMA,,Obrigatória,Conclusão formatura,,21A
508,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,18,100,R-nota,TURMA,,Obrigatória,Evasão,E,21A
508,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Evasão,ERE 2 - B,21A
508,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Evasão,A,21A
508,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,0,0,Matriculado,TURMA,,Obrigatória,Evasão,A,21A
509,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,77,93,Aprovado,TURMA,,Obrigatória,Conclusão formatura,,21A
510,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,16,100,R-nota,TURMA,,-,Registro ativo,B,21A
510,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2018,Não,60,36,100,R-nota,TURMA,,-,Registro ativo,B,21A
510,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,69,93,Aprovado,TURMA,,Obrigatória,Registro ativo,D,21A
511,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,88,100,Aprovado,TURMA,,Obrigatória,Registro ativo,C,21A
512,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,32,93,R-nota,TURMA,,-,Registro ativo,A,21A
512,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2017,Não,60,60,93,Aprovado,TURMA,,-,Registro ativo,A,21A
512,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
513,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
514,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,69,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC2,21A
515,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,29,100,R-nota,TURMA,,Obrigatória,Registro ativo,D,21A
515,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,31,100,R-nota,TURMA,,Obrigatória,Registro ativo,A,21A
515,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,84,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC4,21A
516,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
517,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,37,93,R-nota,TURMA,,Obrigatória,Evasão,,21A
517,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2019,Sim,60,30,83,R-nota,TURMA,,Obrigatória,Evasão,,21A
518,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,66,96,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
519,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,74,100,Aprovado,TURMA,,Obrigatória,Registro ativo,C,21A
520,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,92,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
521,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,76,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC3,21A
522,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,43,100,R-nota,TURMA,,Obrigatória,Registro ativo,E,21A
522,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2019,Sim,60,88,93,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
523,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,89,100,Aprovado,TURMA,,Obrigatória,Registro ativo,D,21A
524,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,77,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
525,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,10,100,R-nota,TURMA,,Obrigatória,Registro ativo,BCC4,21A
525,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2022,Sim,60,0,0,Matriculado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
526,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Sim,60,0,60,R-freq,TURMA,,Obrigatória,Evasão,D,21A
526,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2017,Sim,60,0,86,R-nota,TURMA,,Obrigatória,Evasão,B,21A
526,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Sim,60,0,80,R-nota,TURMA,,Obrigatória,Evasão,C,21A
526,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2018,Sim,60,3,93,R-nota,TURMA,,Obrigatória,Evasão,A,21A
526,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2019,Sim,60,5,100,R-nota,TURMA,,Obrigatória,Evasão,E,21A
526,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Não,60,0,0,R-freq,TURMA,,-,Evasão,A,21A
527,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
528,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Registro ativo,A,21A
528,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,2,100,R-nota,TURMA,,Obrigatória,Registro ativo,A,21A
528,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,35,100,R-nota,TURMA,,Obrigatória,Registro ativo,BCC3,21A
528,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2022,Sim,60,0,0,Matriculado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
529,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Registro ativo,ERE 2 - D,21A
529,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,0,R-freq,TURMA,,Obrigatória,Registro ativo,D,21A
529,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,8,100,R-nota,TURMA,,Obrigatória,Registro ativo,D,21A
529,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,31,90,R-nota,TURMA,,Obrigatória,Registro ativo,BCC4,21A
529,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2022,Sim,60,0,0,Matriculado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
530,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,31,86,R-nota,TURMA,,-,Trancamento,D,21A
530,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2018,Não,60,77,100,Aprovado,TURMA,,-,Trancamento,A,21A
530,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Trancamento,,21A
531,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,7,93,R-nota,TURMA,B,-,Evasão,,21A
531,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2018,Não,60,56,80,Aprovado,TURMA,B,-,Evasão,,21A
531,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Evasão,,21A
532,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,100,93,Aprovado,TURMA,,-,Registro ativo,B,21A
532,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
533,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,0,60,R-freq,TURMA,,Obrigatória,Registro ativo,BCC5,21A
534,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2016,Sim,60,71,100,Aprovado,TURMA,,Obrigatória,Conclusão formatura,,21A
535,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2020,Sim,60,100,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
536,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2017,Não,60,80,100,Aprovado,TURMA,,-,Registro ativo,A,21A
536,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
537,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,83,90,Aprovado,TURMA,,-,Trancamento,A,21A
537,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Trancamento,,21A
538,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,28,97,R-nota,TURMA,,Obrigatória,Registro ativo,D,21A
538,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,23,100,R-nota,TURMA,,Obrigatória,Registro ativo,BCC1,21A
538,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2022,Sim,60,0,0,Matriculado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
539,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,74,93,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
540,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Registro ativo,B,21A
540,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2021,Sim,60,7,100,R-nota,TURMA,,Obrigatória,Registro ativo,A,21A
540,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,2,100,R-nota,TURMA,,Obrigatória,Registro ativo,BCC3,21A
540,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2022,Sim,60,0,0,Matriculado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
541,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2022,Sim,60,70,100,Aprovado,TURMA,,Obrigatória,Registro ativo,BCC1,21A
542,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2020,Sim,60,69,94,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
543,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,79,100,Aprovado,TURMA,,-,Registro ativo,A,21A
543,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
544,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Registro ativo,,21A
545,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Sim,60,11,33,R-freq,TURMA,,Obrigatória,Evasão,A,21A
545,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2018,Sim,60,0,0,R-freq,TURMA,,Obrigatória,Evasão,A,21A
545,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2019,Sim,60,0,40,R-freq,TURMA,,Obrigatória,Evasão,D,21A
545,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,2,2019,Não,60,0,0,R-freq,TURMA,,-,Evasão,B,21A
545,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Não,60,0,0,R-freq,TURMA,,-,Evasão,A,21A
546,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,80,100,Aprovado,TURMA,,Obrigatória,Registro ativo,B,21A
547,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,98,96,Aprovado,TURMA,,-,Conclusão formatura,,21A
547,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,0,0,Aprovado,EQUIVALENCIA,,Obrigatória,Conclusão formatura,,21A
548,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2021,Sim,60,0,0,Cancelado,TURMA,,Obrigatória,Evasão,E,21A
549,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2019,Sim,60,70,100,Aprovado,TURMA,,Obrigatória,Registro ativo,E,21A
550,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,97,100,Aprovado,TURMA,,Obrigatória,Registro ativo,C,21A
551,CI1055,ALGORITMOS E ESTRUTURAS DE DADOS 1,1,2020,Sim,60,85,100,Aprovado,TURMA,,Obrigatória,Registro ativo,A,21A
552,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,1,2018,Não,60,27,100,R-nota,TURMA,,-,Registro ativo,B,21A
552,CI055,ALGORITMOS E ESTRUTURAS DE DADOS I,2,2018,Não,60,86,93,Aprovado,TURMA,,-,Registro ativo,B,21A
